Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/12/2022,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),Latest Reported Industry Type (sectors),2021 Total reported direct emissions,2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
1004472,110042000777,AGC FLATGLASS NORTH AMERICA-KINGSPORT PLANT,KINGSPORT,TN,37662,1450 LINCOLN ST,SULLIVAN COUNTY,36.53,-82.55,327211,"C,N",Minerals,,,,,,,,,,,43950.116
1002067,110054910094,AGP SOY/CORN PROCESSING,HASTINGS,NE,68901,2801 E 7TH ST,ADAMS COUNTY,40.59,-98.34,311224,C,Other,186097.972,184240.124,226105.372,215933.418,199879.742,160396.604,153707.268,144421.916,216147.536,243054.912,264320.02
1005284,110000427020,AGRI ENERGY LLC,LUVERNE,MN,56156,502 SOUTH WALNUT AVENUE,ROCK COUNTY,43.65,-96.22,325199,"C,II","Chemicals,Waste",2211.992,5563.08,27128.198,37588.258,39921.45,35119.268,327.448,29169.44,8320.768,20053.274,39010.552
1006743,110056955521,AGRIFOS FERTILIZER PASADENA,PASADENA,TX,77506,2001 JACKSON ROAD,HARRIS,29.74,-95.20,325311,"C,Z",Chemicals,,,,,,,,,,2553.14,12142.932
1002380,110070288634,AGRIUM US BORGER NITROGEN OPERATIONS,BORGER,TX,79007,9201 FM 1551,HUTCHINSON COUNTY,35.64,-101.42,325311,"C,G,PP","Chemicals,Suppliers of CO2",730767.124,955607.872,902306.712,1232578.78,852522.156,747135.884,828959.472,921696.592,888228.902,986925.656,960401.74
1004236,110007030186,AGRIUM US INC - KFO,KENNEWICK,WA,99337,227515 E BOWLES ROAD,BENTON COUNTY,46.17,-119.02,325311,"C,U,V",Chemicals,186638.096,145127.444,145449.44,119949.492,144289.992,151370.692,155888.044,132249.148,154497.244,146925.596,110765.796
1004374,110000355393,AGY LLC,AIKEN,SC,29801,2556 WAGENER RD.,AIKEN COUNTY,33.55,-81.67,327212,"C,N",Minerals,,,,,,,,8486.028,11912.46,12802.464,13858.812
1001919,110071162246,AHN Heartland Ingredients,EDDYVILLE,IA,52553,1116 Highway 137,MONROE COUNTY,41.14,-92.65,311119,C,Other,113044.424,111912.628,127169.972,142605.264,140750.32,119425.6,116558.612,120451.196,116984.86,110569.784,108640.84
1006430,110070835034,"AIR LIQUID LARGE INDUSTRIES US, LP",EL SEGUNDO,CA,90245,324 W EL SEGUNDO BLVD,LOS ANGELES COUNTY,33.91,-118.40,325120,P,Chemicals,532253.6,556606.1,601812.2,574912.2,629814.3,642976,550717.4,615454.5,582787.4,586790.8,587606.2
1003724,110005191078,AIR LIQUIDE - CORPUS CHRISTI SMR,CORPUS CHRISTI,TX,78407,5880 UP RIVER ROAD,NUECES COUNTY,27.81,-97.47,325120,P,Chemicals,355697.4,367763.2,405375.2,428722.1,375203.2,447275.3,478965.4,398428.8,417676.7,427677.8,384317
1003730,110005184497,AIR LIQUIDE - FREEPORT HYCO PLANT,FREEPORT,TX,77541,2398 VICTORIA ROAD,BRAZORIA COUNTY,28.98,-95.38,325120,"C,P",Chemicals,198256.4,203358.2,204163.1,257.3,187348.44,186622.784,172195.796,17656.376,15132.492,0,0
1003780,110014407846,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,PORT NECHES,TX,77651,2121 PARK STREET,JEFFERSON COUNTY,29.98,-93.95,325120,C,Chemicals,3369.488,4217.184,224753.604,169491.06,195211.564,212344.5,212034.252,186342.948,206193.166,206460.166,208188.316
1003910,110056955610,AIR LIQUIDE AMERICA CORP,LONGVIEW,TX,75602,2292 Callahan Rd,HARRISON COUNTY,32.45,-94.69,325120,P,Chemicals,452437,398199.2,421383.3,392155.8,440288.7,464314.8,495416.2,414291.6,430713,386848,389836
1006115,110070712127,AIR LIQUIDE AMERICA CORP.,GEISMAR,LA,70734,36597 HWY 30,ASCENSION PARISH,30.21,-90.99,325120,C,Chemicals,332633.148,349268.836,337135.98,376732.132,325216.476,434745.012,459081.672,214865.692,471190.024,459098.02,362954.132
1003591,110066912586,AIR LIQUIDE GEISMAR UTILITY SERVICES,GEISMAR,LA,70734,36183 HWY 30,ASCENSION PARISH,30.22,-91.00,221330,C,Power Plants,214522.956,113676.428,156240.194,157879.656,243,132239.052,136964.984,200471.996,101777.216,97064.284,114174.02
1003748,110041623641,AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,RODEO,CA,94572,1391 SAN PABLO AVE,CONTRA COSTA COUNTY,38.05,-122.26,325120,P,Chemicals,815291.7,881232.4,800781.6,861882.4,836849.5,769834.8,817993.8,812331.2,884054.9,765747.2,645334.9
1003013,110017619861,AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,WESTLAKE,LA,70669,102 TROUSDALE RD,CALCASIEU PARISH,30.24,-93.28,325120,P,Chemicals,803093,642856.6,661607.6,704352.4,754846.6,854424.3,801530.8,871910.8,808508,777691,829917
1002754,110022828813,AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,CONVENT,LA,70723,10759 CONVENT WAY,ST. JAMES PARISH,30.11,-90.88,325120,P,Chemicals,,569828.4,515418.9,647385.6,701382.5,715511,700490.6,661624.1,677191,652674,737875
1002698,110006020304,AIR PRODUCTS & CHEMICALS INC - Geismar SMR,GEISMAR,LA,70734,8013 HWY 3251,ASCENSION PARISH,30.18,-90.99,325120,"P,PP","Chemicals,Suppliers of CO2",34010,56325,59766.8,57053.3,53144,51276,62556.3,131236.8,52191,94510,51184
1003009,110071159605,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,NEW ORLEANS,LA,70129,14700 INTRACOASTAL DRIVE,ORLEANS PARISH,30.02,-89.90,325120,P,Chemicals,71084.9,199762,237131.696,239562.74,288393.24,252126.64,225715.84,201205.64,220230.288,227751.288,300517.412
1002121,110000483227,AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,MARTINEZ,CA,94553,110 WATERFRONT RD,CONTRA COSTA COUNTY,38.03,-122.08,325120,P,Chemicals,664568.2,526494.9,717297.2,656894.1,776437.6,723982.5,742219.1,692752.1,719190.4,677782.4,756312
1002122,110071160496,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",MARTINEZ,CA,94553,,CONTRA COSTA COUNTY,38.03,-122.07,325120,P,Chemicals,0,87288.672,264073.012,260155.308,232285.024,264047.964,196659.192,255066.636,270210.57,217135.44,258513.29
1005809,110071160505,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,CATLETTSBURG,KY,41129,11631 US Route 23,BOYD COUNTY,38.38,-82.61,325120,P,Chemicals,125558.9,123064.7,145290.5,148037.4,176811.4,200141.4,221255.8,191344.9,192346.2,217435,208525.1
1002727,110071161564,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,GARYVILLE,LA,70051,4663 W AIRLINE HWY,ST. JOHN THE BAPTIST PARISH,30.10,-90.65,325120,P,Chemicals,802345.1,790406.7,866609.9,913954.5,890023.7,930932.9,916355,831689.6,878248,887542,930792
1002123,110000750358,AIR PRODUCTS AND CHEMICALS INCORPORATED,SACRAMENTO,CA,95826,5025 83RD STREET,SACRAMENTO COUNTY,38.53,-121.40,325120,P,Chemicals,47413.7,48575.2,47119.8,49661.8,46574.1,45361.1,44246.3,44825.6,43639.9,47584.4,45158.4
1002430,110012710423,AIR PRODUCTS BAYTOWN PLANT,BAYTOWN,TX,77520,5503 WEST BAKER ROAD,HARRIS COUNTY,29.76,-95.02,325120,C,Chemicals,93463.848,109271.936,105219.104,173703.66,361040.262,326299.754,342308.9,273981.724,474277.376,499898.664,470308.896
1002257,110002305443,AIR PRODUCTS CARSON HYDROGEN PLANT,CARSON,CA,90810,23300 SOUTH ALAMEDA STREET,LOS ANGELES COUNTY,33.81,-118.23,325120,P,Chemicals,711592.7,507837.8,698524.9,729558.4,612023.4,743174.1,672737.2,682241,719695.1,703550.1,616050.6
1000341,110000484930,AIR PRODUCTS MANUFACTURING CORP STOCKTON COGEN,STOCKTON,CA,95206,1010 ZEPHYR ST.,SAN JOAQUIN,37.91,-121.26,221112,C,Power Plants,,,,,,,,,,143749.51,414138.36
1002435,110000476084,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,WILMINGTON,CA,90744,700 HENRY FORD AVENUE,LOS ANGELES COUNTY,33.78,-118.24,325120,P,Chemicals,688241.452,705789.35,819053.45,823796.32,747630.65,647101.08,632469.67,769301.2,607535.87,603018.4,678031.7
1010475,,AJAX PLANT,Wheeler,TX,79014,16600 CR N,,35.55,-100.12,211130,"C,W-PROC",Petroleum and Natural Gas Systems,34980.124,32709.48,44765.044,46822.182,60360.974,43226.158,57428.886,45909.238,,,
1005614,110009937738,AK STEEL CORP ASHLAND WORKS COKE PLANT,ASHLAND,KY,41101,US HIGHWAY 23 NORTH,BOYD,38.50,-82.67,331111,"C,Q",Metals,,,,,,,,,,,108729.748
1005615,110043800553,AK Steel Corporation West Works,Ashland,KY,41101,170 Armco Road,BOYD COUNTY,38.50,-82.67,331110,C,Metals,,,68109.88,88497.98,95128.936,93138.3,1337116.354,1661155.524,2348031.412,2390538.328,2578694.988
1003129,110062227139,AKER PLANT,STREETMAN,TX,75859,261 FCR 181,FREESTONE COUNTY,31.91,-96.22,211130,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",39876.8,36973.562,34639.72,38029.658,37900.458,23633.72,40335.502,51722.522,72840.556,63647.75,66978.32
1006088,110006219733,AKRON REGIONAL LANDFILL *,AKRON,OH,44313,1585 HARDY ROAD,SUMMIT COUNTY,41.15,-81.56,562212,HH,Waste,2276.25,3682.25,3263.25,1319.5,2535.25,1463.25,3591.5,1790.25,1742.25,4465.378,3650
1005149,110000594642,AL CORN CLEAN FUEL,CLAREMONT,MN,55924,797 5th Street,DODGE COUNTY,44.05,-93.02,325193,C,Other,187876.792,162045.388,165457.576,139472.624,77045.66,78167.156,71172.132,75059.768,78377.306,74912.418,76104.564
1000129,110012143304,AL Sandersville,WARTHEN,GA,31094,1600 MILLS LINDSEY SCHOOL ROAD,Washington,33.12,-82.86,221112,D,Power Plants,96514.892,23939.208,49762.116,44153.088,,4392.284,4604.984,5633.98,2165.692,20800.024,8563.668
1004823,110002442438,AL TURI LANDFILL & LFGTE FACILITY,GOSHEN,NY,10924,73 HARTLEY ROAD,ORANGE COUNTY,41.41,-74.37,562212,"C,HH",Waste,,,,,,41303.75,22486.95,21636.5,29548.4,20300.948,16618.798
1007917,110000589612,"ALABAMA RIVER CELLULOSE, LLC",PERDUE HILL,AL,36470,2373 LENA LANDEGGER HWY,MONROE COUNTY,31.58,-87.49,322110,"AA,C,TT","Pulp and Paper,Waste",346849.204,314977.706,300705.582,301505.568,270939.484,383602.694,363902.224,347879.576,320569.344,351220.778,330183.672
1007272,110000359068,ALADDIN MILLS - ANTIOCH RD PLA NT,DALTON,GA,30720,2001 ANTIOCH ROAD,WHITFIELD COUNTY,34.73,-84.95,314110,C,Other,46380.724,45423.68,44824.632,46052.764,48073.968,42091.792,43488.384,44145.568,52679.744,48365.818,54614.088
1006276,110037939737,ALBANY LANDFILL,ALBANY,NY,12205,525 RAPP RD,ALBANY COUNTY,42.70,-73.85,562212,HH,Waste,59193.75,67261.5,68477.75,62364,47674.5,44025.5,156346.5,134991.75,107917.5,84452.25,75360.75
1004231,110070225668,ALBEMARLE CORP,ORANGEBURG,SC,29115,725 CANNON BRIDGE ROAD,ORANGEBURG COUNTY,33.47,-80.88,325199,"C,TT","Chemicals,Waste",,,,,,,,,55325.796,53755.358,50379.286
1003402,110056955987,ALBEMARLE CORPORATION HOUSTON PLANT,PASADENA,TX,77503,2500 N. SOUTH ST.,HARRIS COUNTY,29.74,-95.17,325199,C,Chemicals,45836.664,46683.212,45589.318,52779.69,45153.718,48002.72,69219.14,81715.792,53608.55,75390.22,83870.18
1004307,110000743508,ALBEMARLE CORPORATION-SOUTH PLANT,MAGNOLIA,AR,71753,2270 HWY 79 SOUTH OF MAGNOLIA,COLUMBIA COUNTY,33.18,-93.22,325180,C,Chemicals,77505.208,80774.496,75618.916,64486.556,80166.848,78051.756,79732.5,84674.78,77119.408,73685.672,90107.23
1001877,110000602045,ALCOA INC - WARRICK OPERATIONS,NEWBURGH,IN,47629,,WARRICK COUNTY,37.92,-87.33,331313,"C,D,F","Metals,Power Plants",5724447.309,5963440.226,5235337.915,5379019.292,3467216.613,4457285.265,6827547.906,6777676.776,6608802.944,6528200.042,6875397.982
1003562,110040947820,ALCOA INTALCO WORKS,FERNDALE,WA,98248,4050 MOUNTAIN VIEW RD.,WHATCOM COUNTY,48.85,-122.71,331313,"C,F,TT","Metals,Waste",9410.746,595364.455,1060050.628,1130624.339,1092946.06,1261363.815,1195785.657,1326684.172,1234637.214,1146835.2,1126012.05
1000635,110000491156,ALCOA WENATCHEE LLC,MALAGA,WA,98828,6200 MALAGA HIGHWAY,CHELAN COUNTY,47.36,-120.13,331313,"C,F",Metals,,,,0,0,898.296,329047.869,354691.582,318541.702,306332.636,309604.53
1003201,110000606997,ALCOA WORLD ALUMINA ATLANTIC,POINT COMFORT,TX,77978,,CALHOUN COUNTY,28.65,-96.56,331313,"C,TT","Metals,Waste",13654.792,14102.448,15203.794,18145.736,17378.59,191045.788,959990.606,935628.118,922339.436,843830.086,825303.04
1003147,110034135264,ALCOA-MARYVILLE-BLOUNT COUNTY LANDFILL,Friendsville,TN,37737,240 Long Powers Road,BLOUNT COUNTY,35.74,-84.06,562212,HH,Waste,84858.25,68070.5,70912,71551.75,75342.5,52875.75,44551,47475,44947.75,40473.5,39429.25
1004335,110043796942,ALL PURPOSE LANDFILL,SANTA CLARA,CA,95050,5401 Lafayette Street,SANTA CLARA COUNTY,37.41,-121.97,562212,HH,Waste,47082.25,43657.25,46441.25,53319,49114.5,53974.5,53404.5,58810.5,60012.75,53496.25,54646.75
1005862,110000345010,ALLEGANY BALLISTICS LABORATORY,KEYSER,WV,26726,210 STATE ROUTE 956,MINERAL COUNTY,39.56,-78.84,336415,C,Other,22628.068,26484,24633.956,24197.208,23652.104,23759.564,18553.322,30310.774,31156.97,28793.558,28584.808
1005006,110042036597,"ALLEGHENY LUDLUM, BAGDAD FACILITY",LEECHBURG,PA,15656,585 SILICON DRIVE,WESTMORELAND COUNTY,40.64,-79.61,331111,C,Metals,,,,,,9303.264,41640.144,47812.92,43475.34,47303.3,49441.3
1007192,110001936488,ALLEN COUNTY PUBLIC WORKS,LA HARPE,KS,66751,1170 2800TH ST,ALLEN COUNTY,37.90,-95.28,562212,"C,HH",Waste,67902.488,68215.896,67800.574,66063.768,63782.424,57309.94,57499.612,52747.006,51907.388,52595.974,55266.512
1005887,110070597614,ALLIANCE COMPRESSOR STATION,JUSTIN,TX,76247,12495 HWY 114,DENTON COUNTY,33.04,-97.33,211130,"C,W-PROC",Petroleum and Natural Gas Systems,49188.956,43989.846,57690.338,60914.264,59832.174,58883.82,63911.622,150528.32,119187.836,93604.524,87268.862
1005705,110008806612,ALLIANCE PIPELINE - OLIVIA 23-A,BIRD ISLAND,MN,55310,38884 870TH AVE,RENVILLE COUNTY,44.85,-94.90,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,83212.686,65609.304,101106.226,90212.36,95617.09,90468.41,89871.362,93088.1,85767.48,84721.982,91155.658
1001559,110011273004,ALLIANCE PIPELINE L.P. - MANCHESTER,MANCHESTER,IA,52057,1242 220TH STREET,DELAWARE COUNTY,42.47,-91.55,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,82555.84,77053.26,90168.114,85176.18,85971.326,79420.952,82023.342,83451.536,82763.24,76060.516,82076.492
1001560,110007054249,ALLIANCE PIPELINE LP,TAMPICO,IL,61283,580 TAMPICO RD,WHITESIDE COUNTY,41.59,-89.78,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,59479.026,54224.446,61352.476,56983.786,57930.382,51308.858,54303.896,55522.992,54950.744,54771.844,50525.216
1000245,110022357251,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",FAIRMOUNT,ND,58030,17950 98TH ST SE,RICHLAND COUNTY,45.99,-96.65,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,87095.422,81961.292,104568.462,92962.85,92220.652,94331.394,93322.2,97142.334,92617.802,81871.444,92915.152
1001558,110022357279,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",WIMBLEDON,ND,58492,1540 98TH AVE SE,BARNES COUNTY,47.19,-98.43,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,88291.118,53155.45,104653.912,93306.098,91983.354,93117.25,96939.486,98527.48,95901.19,91421.506,84781.182
1007645,110001028290,ALLIANCE SANI LDFL,TAYLOR,PA,18517,398 KEYSER AVENUE,LACKAWANNA COUNTY,41.40,-75.74,562212,"C,HH",Waste,48527.098,60734.548,62524.848,45358.194,40051.694,47109.694,47414.944,41422.844,38990.846,57909.33415,61382.522
1006197,110001167745,ALLIED IMPERIAL LANDFILL,IMPERIAL,CA,92251,104 EAST ROBINSON ROAD,IMPERIAL COUNTY,32.85,-115.48,562212,HH,Waste,26325.5,15021.5,28027.25,19437.25,19362.25,12618.5,11343,8332.75,10817.5,,
1003246,110043997137,ALLISON COMPRESSOR STATION,Briscoe,TX,79011,16301 FM 1046,WHEELER,35.62,-100.15,211111,C,Petroleum and Natural Gas Systems,,,,,,,16478.788,22699.464,28306.744,29365.54,30834.584
1007496,110071160883,ALLISON GAS PLANT,Allison,TX,79003,16298 Co. Rd. EE,WHEELER COUNTY,35.61,-100.10,211130,"C,W-PROC",Petroleum and Natural Gas Systems,43872.89,41699.848,43901.388,42963.044,36851.786,25431.732,43877.602,47488.792,44500.486,38461.414,
1000048,110070030311,"ALLISON TRANSMISSION, Inc.",INDIANAPOLIS,IN,46222,One Allison Way,MARION COUNTY,39.78,-86.24,336350,C,Other,27385.992,22579.148,25575.59,24780.11,22204.068,25660.38,26049.738,28704.902,24677.988,26824.62,25287.094
1004327,110000451467,ALMATIS INC - BAUXITE ARKANSAS,Benton,AR,72015,4701 ALCOA ROAD,SALINE COUNTY,34.58,-92.53,331313,C,Metals,68152.844,48298.968,63391.412,66296.4,60905.82,22802.664,53956.696,54560.044,49.9,26206.056,290.79
1007622,110041023807,ALON REFINING KROTZ SPRINGS INC,KROTZ SPRINGS,LA,70750,356 S. LEVEE RD,ST. LANDRY PARISH,30.53,-91.75,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",459812.42,372166.63,587064.012,593881.966,568375.528,558575.386,445406.45,535457.634,530019.408,533875.784,456684.814
1007291,110060497270,ALPHA RIDGE LANDFILL,MARRIOTTSVILLE,MD,21104,2350 MARRIOTTSVILLE ROAD,HOWARD COUNTY,39.31,-76.90,562212,"C,HH",Waste,16060.442,16106.03,15695.512,19372.626,23331.186,28554.438,29709.442,31275.47,32301.468,36548.404,26094.9
1013670,110071045624,ALTIVIA Institute Facilities,Dunbar,WV,25064,250 Carbide Rd,KANAWHA COUNTY,38.38,-81.78,325194,C,Chemicals,101391.868,79411.752,94886.988,,,,,,,,
1007401,110042073332,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",HAVERHILL,OH,45636,1019 HAVERHILL OHIO FURNACE ROAD,SCIOTO COUNTY,38.59,-82.82,325194,C,Chemicals,26970.348,48314.968,60866.23,45397.48,24325.708,8087.82,17892.532,35043.468,36442.11,28250.844,39968.89
1007263,110031262112,ALTO COLUMBIA LLC,BOARDMAN,OR,97818,71335 RAIL LOOP DRIVE,MORROW COUNTY,45.86,-119.66,325193,"C,PP","Other,Suppliers of CO2",38466.256,35520.616,39213.852,36733.812,37226.56,39592.4,37739.108,38545.104,35691.716,35785.216,36610.912
1007264,110035761912,ALTO MAGIC VALLEY LLC,BURLEY,ID,83318,2600 WASHINGTON AVENUE,CASSIA COUNTY,42.52,-113.82,325193,C,Other,6659.924,15623.092,64768.456,61714.068,64287.008,66551.5,67408.496,66590.9,63403.812,54795.844,63501.56
1003268,110000438679,ALTON STEEL COMPANY,ALTON,IL,62002,#5 CUT ST.,MADISON COUNTY,38.88,-90.15,331110,"C,Q",Metals,35073.788,30371.288,34862.128,33551.38,33929.94,32031.844,41463.996,59393.212,57712.064,64545.108,65345.11
1005184,110071162512,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,PRUDHOE BAY,AK,99734,,NORTH SLOPE BOROUGH,70.26,-148.62,486110,C,Other,72699.974,63920.46,56021.94,62235.316,62235.416,62664.064,85080.126,91022.79,92324.572,91589.026,92640.196
1005781,110064041834,"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",VALDEZ,AK,99686,300 DAYVILLE ROAD,VALDEZ-CORDOVA CENSUS AREA,61.08,-146.39,486110,C,Other,24416.154,26580.02,26807.414,29009.724,27560.35,33640.116,35499.838,80079.608,100292.59,90501.032,75499.388
1005491,110069711869,"AM/NS Calvert, LLC",CALVERT,AL,36513,1 AM/NS Way,MOBILE COUNTY,31.15,-87.98,331110,C,Metals,558098.248,467304.04,524311.976,519879.392,519993.192,488125.312,447237.116,441289.688,341648.364,286067.372,244570.028
1005707,110000468609,AMALGAMATED SUGAR CO LLC,NAMPA,ID,83687,138 WEST KARCHER ROAD,CANYON COUNTY,43.61,-116.58,311313,"C,S,TT","Minerals,Waste",353015.946,349799.658,340142.542,309560.626,350522.766,338370.852,359716.252,370065.748,421932.68,319180.27,328032.212
1005712,110000468388,AMALGAMATED SUGAR CO LLC,TWIN FALLS,ID,83301,2320 ORCHARD DR. E.,TWIN FALLS COUNTY,42.53,-114.43,311313,"C,S",Minerals,281952.164,252307.822,279557.628,274006.84,285936.05,268434.222,271558.444,293749.222,332392.618,296307.61,301143.43
1006412,110000468431,AMALGAMATED SUGAR CO LLC,PAUL,ID,83347,50 SOUTH 500 WEST,MINIDOKA COUNTY,42.61,-113.76,311313,"C,S,TT","Minerals,Waste",284765.218,285996.076,274333.674,258899.068,272002.238,261186.878,277341.29,327914.026,299962.02,294606.2,318097.474
1007178,110028032698,AMEA Sylacauga Plant,SYLACAUGA,AL,35150,125 THOMPSON LANE,Talladega,33.17,-86.28,221112,D,Power Plants,27826.996,22422.116,28256.744,20672.172,14838.344,28254.144,39003.504,17007.536,508.448,4299.584,5046.732
1004732,110012703271,AMERICAN ACRYL PASADENA,PASADENA,TX,77507,"4631 Old Hwy 146, Suite B",HARRIS COUNTY,29.62,-95.07,325199,C,Chemicals,80096.548,83200.736,71988.028,79810,77351.308,75150.468,76007.364,78388.004,83257.136,62250.916,40099.648
1005432,110010495384,AMERICAN AIRLINES,TULSA,OK,74116,3800 NORTH MINGO ROAD,TULSA COUNTY,36.20,-95.87,481111,C,Other,38164.568,40397.118,42300.298,40061.766,37408.97,35093.478,38144.708,43234.474,41971.868,42154.82,45317.504
1004417,110013667488,AMERICAN AVENUE LANDFILL,KERMAN,CA,93630,18950 W AMERICAN AVENUE,FRESNO COUNTY,36.67,-120.14,562212,"C,HH",Waste,110383.5,129155.5,154659.35,166702.65,141660,110888.75,94792.05,72595.6,55548.1,87070.8,89404.2
1005327,110000366611,AMERICAN CAST IRON PIPE CO,BIRMINGHAM,AL,35207,2930 NORTH 16TH STREET,JEFFERSON COUNTY,33.55,-86.83,331511,C,Metals,175269.832,147810.112,152462.54,170180.712,154579.824,148682.196,155966.068,137031.772,131035.43,115849.754,126332.406
1008041,110054631225,AMERICAN COLLOID,Colony,WY,82710,,BUTTE COUNTY,44.87,-104.15,212325,C,Other,52598.04,52817.392,70691.08,82043.552,77109.878,72511.058,105591.724,109726.094,73146.894,70581.548,97287.54
1006354,110070273706,AMERICAN CRYSTAL SUGAR - CROOKSTON,CROOKSTON,MN,56716,1201 Hwy 75 South,POLK COUNTY,47.76,-96.63,311313,"C,S,TT","Minerals,Waste",292276.918,260091.952,326691.436,367652.52,355411.914,331989.602,320408.082,314074.976,308712.23,305108.52,298458.88
1005751,110007602095,AMERICAN CRYSTAL SUGAR - E GRAND FORKS,EAST GRAND FORKS,MN,56721,1020 Business Hwy 2,POLK COUNTY,47.93,-97.01,311313,"C,S,TT","Minerals,Waste",385350.442,314639.96,415704.424,371486.694,390925.37,332894.782,336140.24,635740.522,678260.99,593082.56,528063.77
1005753,110056190704,AMERICAN CRYSTAL SUGAR - HILLSBORO,HILLSBORO,ND,58045,121 Highway 81 NE,TRAILL COUNTY,47.44,-97.06,311313,"C,S,TT","Minerals,Waste",484615.522,417797.612,539882.714,505765.7,487506.244,470118.792,470457.868,461472.608,473164.45,443897.4,417387.53
1006877,110000427440,AMERICAN CRYSTAL SUGAR - MOORHEAD,MOORHEAD,MN,56560,2500 NORTH 11TH STREET,CLAY COUNTY,46.90,-96.76,311313,"C,S,TT","Minerals,Waste",288160.642,277534.058,324868.332,364565.588,351661.338,337650.504,318468.89,338731.916,324340.75,321415.7,312940.56
1002552,110039017391,AMERICAN ENVIRONMENTAL LANDFILL,SAND SPRINGS,OK,74063,212 N. 177TH W. AVENUE,OSAGE COUNTY,36.16,-96.19,562212,"C,HH",Waste,201369.748,233353.646,174306.526,149208.85,143362.98,144792.476,136427.432,105823.364,96413.254,107678.65,110730.25
1007095,110000883615,AMERICAN FUJI SEAL INC,BARDSTOWN,KY,40004,1051 BLOOMFIELD RD,NELSON,37.82,-85.43,323111,C,Pulp and Paper,,,,,,,,4448.932,5448.432,44.6,4286.684
1000007,110007014774,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,BERNALILLO,NM,87004,1000 N HILL RD,SANDOVAL COUNTY,35.33,-106.53,327420,C,Minerals,15259.592,14084.496,13131.4,10859.36,4145.684,0,0,0,0,0,0
1005175,110007385551,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,DUKE,OK,73532,0.25 MILES W OF,JACKSON COUNTY,34.66,-99.59,327420,C,Minerals,99824.824,94862.692,87556.12,82726.688,93129.6,88482.716,78356.904,75865.064,67626.896,55932.84,58842.528
1004845,110001556138,AMERICAN GYPSUM COMPANY,ALBUQUERQUE,NM,87113,4600 Paseo Del Norte NE,BERNALILLO COUNTY,35.17,-106.59,327420,C,Minerals,44340.184,40892.996,36869.012,40692.896,41105.196,39397.752,39516.152,39245.352,38090.556,35281.168,34112.974
1007404,110071162329,AMERICAN GYPSUM COMPANY,GYPSUM,CO,81637,740 Highway #6,EAGLE COUNTY,39.66,-106.96,327420,C,Minerals,65717.052,65195.504,62778.864,59485.626,62691.764,57719.832,55647.34,55317.992,50320.56,46782.224,36797.812
1005590,110000332220,AMERICAN REFINING GROUP INC,BRADFORD,PA,16701,77 NORTH KENDALL AVENUE,MCKEAN COUNTY,41.97,-78.63,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",125098.256,115865.742,126708.524,131504.374,116210.108,135114.464,147292.444,158750.984,164521.724,168483.044,169140.076
1001860,110009575762,AMERICAN SUGAR REFINING INC - Chalmette Refinery,ARABI,LA,70032,7417 N PETERS ST,ST. BERNARD PARISH,29.95,-90.00,311314,C,Other,169307.212,137418.732,126523.624,249496.36,120164.948,125055.52,125480.228,118130.756,116651.06,115813.564,118185.804
